CI_Name,CI_Cat,CI_Subcat,WBS,Incident_ID,Status,Impact,Urgency,Priority,number_cnt,Category,KB_number,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,Related_Interaction,No_of_Related_Incidents,No_of_Related_Changes,Related_Change
SBA000172,application,Server Based Application,WBS000014,IM0001773,Closed,3,3,3,0.13208552,incident,KM0000426,closed,1,2/10/2013 09:31,,2/10/2013 15:31,2/10/2013 15:31,"5,99,58,33,333",Software,2,#MULTIVALUE,,,
SBA000659,application,Server Based Application,WBS000128,IM0001774,Closed,4,4,4,0.83935041,incident,KM0002059,closed,0,2/10/2013 09:34,,2/10/2013 10:36,2/10/2013 10:36,"1,04,47,22,222",Other,1,SD0003018,,,
SBA000805,application,Server Based Application,WBS000016,IM0001775,Closed,3,3,3,0.04621646,incident,KM0000938,closed,0,2/10/2013 09:43,,2/10/2013 11:35,2/10/2013 11:35,"1,87,94,44,444",Hardware,1,SD0003028,,,
DTA000056,application,Desktop Application,WBS000091,IM0001776,Closed,4,4,4,0.854976469,incident,KM0002040,closed,1,2/10/2013 09:47,,2/10/2013 10:21,2/10/2013 10:21,"0,568611111",Software,1,SD0003030,,,
WBA000018,application,Web Based Application,WBS000073,IM0001777,Closed,4,4,4,0.316046537,incident,KM0001914,closed,0,2/10/2013 09:48,,2/10/2013 14:50,2/10/2013 14:51,"5,04,52,77,778",Other,1,SD0003033,,,
DTA000056,application,Desktop Application,WBS000091,IM0001778,Closed,4,4,4,0.549033183,incident,KM0002040,closed,2,2/10/2013 09:49,,7/10/2013 11:05,7/10/2013 11:05,"32,765",Other,1,SD0003032,,,
SUB000505,subapplication,Web Based Application,WBS000162,IM0001779,Closed,4,4,4,0.315707496,incident,KM0000563,closed,3,2/10/2013 09:50,,4/10/2013 14:07,4/10/2013 14:07,"2,52,70,55,556",Other,1,SD0003037,,,
SBA000607,application,Server Based Application,WBS000263,IM0001780,Closed,5,5,5,0.78232118,request for information,KM0001105,closed,1,2/10/2013 09:53,,2/10/2013 14:36,2/10/2013 14:36,"4,71,72,22,222",Other,1,SD0003044,,,
SBA000169,application,Server Based Application,WBS000030,IM0001781,Closed,3,4,3,0.697468705,incident,KM0000283,closed,2,2/10/2013 09:55,,3/10/2013 14:10,3/10/2013 14:10,"1,44,83,05,556",Software,1,SD0003043,,,
SBA000054,application,Server Based Application,WBS000013,IM0001782,Closed,3,3,3,0.913355259,incident,KM0000052,closed,0,2/10/2013 09:57,,2/10/2013 10:35,2/10/2013 10:35,"0,634444444",Software,1,SD0003046,,,
SUB000016,subapplication,Server Based Application,WBS000027,IM0001783,Closed,4,4,4,0.363837032,incident,KM0000154,closed,1,2/10/2013 09:58,,2/10/2013 13:55,2/10/2013 13:56,"3,96,52,77,778",User error,1,SD0003045,,,
WBA000148,application,Web Based Application,WBS000172,IM0001784,Closed,5,5,5,0.229726473,incident,KM0001979,closed,0,2/10/2013 10:01,,24-10-2013 17:16,24-10-2013 17:16,"1,75,25,02,778",Software,1,SD0003025,,,
WBA000058,application,Web Based Application,WBS000073,IM0001785,Closed,4,4,4,0.506336742,incident,KM0000819,closed,0,2/10/2013 10:08,,,2/10/2013 15:20,"5,19,22,22,222",Software,1,SD0003053,,,
SAP000004,application,SAP,WBS000271,IM0001786,Closed,5,5,5,0.375382532,request for information,KM0001264,closed,4,2/10/2013 08:30,,10/10/2013 13:09,10/10/2013 13:09,"6,76,63,05,556",Other,1,SD0002811,,,
SBA000063,application,Server Based Application,WBS000264,IM0001787,Closed,5,5,5,0.139120446,incident,KM0001557,closed,1,2/10/2013 08:30,,2/10/2013 10:34,2/10/2013 10:35,"20,875",Software,1,SD0002810,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0001788,Closed,4,4,4,0.926900998,incident,KM0000741,closed,0,2/10/2013 08:38,,2/10/2013 08:45,2/10/2013 08:46,"0,133333333",Software,1,SD0002814,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0001789,Closed,4,4,4,0.198130276,incident,KM0000741,closed,0,2/10/2013 08:38,,2/10/2013 08:43,2/10/2013 08:43,"0,096666667",Software,1,SD0002815,,,
SUB000002,subapplication,Citrix,WBS000098,IM0001790,Closed,4,4,4,0.360945863,incident,KM0001435,closed,1,2/10/2013 08:39,,7/10/2013 09:24,7/10/2013 09:24,"1,75,27,22,222",Software,1,SD0002808,,,
WBA000060,application,Web Based Application,WBS000073,IM0001791,Closed,4,4,4,0.041021086,incident,KM0001007,closed,0,2/10/2013 08:54,,2/10/2013 09:23,2/10/2013 09:23,"0,493888889",Software,1,SD0002822,,,
DTA000616,application,Desktop Application,WBS000092,IM0001792,Closed,3,3,3,0.181540418,incident,KM0001973,closed,5,2/10/2013 08:59,,8/10/2013 14:13,8/10/2013 14:14,"2,25,71,66,667",Software,1,SD0002819,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0001793,Closed,5,5,5,0.789543802,request for information,KM0000225,closed,0,2/10/2013 09:00,,2/10/2013 10:49,2/10/2013 10:49,"1,82",Data,1,SD0002826,,,
WBA000058,application,Web Based Application,WBS000073,IM0001794,Closed,4,4,4,0.457871605,incident,KM0001685,closed,0,2/10/2013 09:07,,,2/10/2013 15:20,"6,20,58,33,333",Software,1,SD0002825,,,
SBA000010,application,Server Based Application,WBS000186,IM0001795,Closed,4,4,4,0.211853854,incident,KM0000508,closed,2,2/10/2013 09:11,,24-10-2013 17:17,24-10-2013 17:18,"1,76,11,80,556",Software,1,SD0002820,,,
WBA000058,application,Web Based Application,WBS000073,IM0001796,Closed,4,4,4,0.045734939,incident,KM0001685,closed,0,2/10/2013 09:11,,,2/10/2013 15:20,"6,14,38,88,889",Software,1,SD0002829,,,
SAP000005,application,SAP,WBS000271,IM0001797,Closed,5,5,5,0.653458422,request for information,KM0001572,closed,2,2/10/2013 09:18,7/10/2013 10:27,7/10/2013 14:15,7/10/2013 14:15,"6,63,69,44,444",Other,2,#MULTIVALUE,,,
SAP000005,application,SAP,WBS000271,IM0001798,Closed,5,5,5,0.764131003,request for information,KM0001572,closed,3,2/10/2013 09:25,,2/10/2013 14:49,2/10/2013 14:49,"5,395",Other,1,SD0002848,,,
SUB000514,subapplication,Web Based Application,WBS000012,IM0001799,Closed,5,5,5,0.379995889,incident,KM0000597,closed,1,2/10/2013 09:29,,24-10-2013 17:19,24-10-2013 17:19,"1,75,83,88,889",Software,1,SD0002842,,,
SBA000464,application,Server Based Application,WBS000073,IM0001800,Closed,4,4,4,0.253265003,incident,KM0001314,closed,0,2/10/2013 09:33,,2/10/2013 16:29,2/10/2013 16:29,"6,94,13,88,889",Software,1,SD0002847,,,
WBA000124,application,Web Based Application,WBS000088,IM0001801,Closed,2,2,2,0.316023451,incident,KM0000611,closed,0,2/10/2013 09:35,,2/10/2013 10:04,2/10/2013 10:04,"0,483611111",Software,1,SD0003072,,,
LAP000243,computer,Laptop,WBS000187,IM0001802,Closed,4,4,4,0.969728145,incident,KM0002055,closed,0,2/10/2013 09:36,,2/10/2013 11:19,2/10/2013 11:19,"1,71,52,77,778",Software,1,SD0003071,,,
SBA000263,application,Server Based Application,WBS000072,IM0001803,Closed,5,5,5,0.720554152,request for information,KM0001104,closed,0,2/10/2013 09:42,,2/10/2013 09:45,2/10/2013 09:45,"0,051944444",Other,1,SD0003083,,,
LAP000292,computer,Laptop,WBS000187,IM0001804,Closed,4,4,4,0.935250588,incident,KM0002055,closed,0,2/10/2013 09:43,,2/10/2013 11:16,2/10/2013 11:16,"1,55,11,11,111",Software,1,SD0003080,,,
WBA000058,application,Web Based Application,WBS000073,IM0001805,Closed,4,4,4,0.017106089,incident,KM0001685,closed,3,2/10/2013 09:44,,,2/10/2013 15:20,"5,59,22,22,222",Software,1,SD0003082,,,
DTA000591,application,Desktop Application,WBS000092,IM0001806,Closed,4,4,4,0.703288416,incident,KM0000468,closed,5,2/10/2013 09:52,,10/10/2013 09:36,10/10/2013 09:36,"2,05,56,38,889",Hardware,1,SD0003078,,,
WBA000148,application,Web Based Application,WBS000172,IM0001807,Closed,5,5,5,0.811229597,incident,KM0001979,closed,0,2/10/2013 10:04,,24-10-2013 17:26,24-10-2013 17:26,"1,75,35,58,333",Software,1,SD0003089,,,
SUB000424,subapplication,Web Based Application,WBS000073,IM0001809,Closed,4,4,4,0.59948249,incident,KM0000702,closed,0,2/10/2013 10:07,,2/10/2013 11:15,2/10/2013 11:15,"1,13,13,88,889",User error,1,SD0003092,,,
SUB000443,subapplication,Web Based Application,WBS000125,IM0001810,Closed,5,5,5,0.535454787,incident,KM0001158,closed,0,2/10/2013 10:11,,2/10/2013 10:19,2/10/2013 10:19,"0,134444444",Other,1,SD0003101,,,
SBA000263,application,Server Based Application,WBS000072,IM0001811,Closed,5,5,5,0.283251232,request for information,KM0001115,closed,2,2/10/2013 10:14,4/10/2013 09:23,4/10/2013 10:40,4/10/2013 10:40,"1,33,36,11,111",Other,2,#MULTIVALUE,,,
SBA000172,application,Server Based Application,WBS000014,IM0001812,Closed,NS,3,NA,0.363359504,incident,KM0000426,closed,1,2/10/2013 10:16,,2/10/2013 15:34,2/10/2013 15:34,"5,29,94,44,444",Operator error,1,SD0003097,,,
WBA000148,application,Web Based Application,WBS000172,IM0001813,Closed,5,5,5,0.255057905,incident,KM0001979,closed,1,2/10/2013 10:18,,8/10/2013 16:13,8/10/2013 16:13,"4,79,17,22,222",Other,1,SD0003102,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0001814,Closed,4,4,4,0.412388086,incident,KM0001089,closed,3,2/10/2013 10:24,,3/10/2013 13:49,3/10/2013 13:49,"1,39,09,16,667",User error,1,SD0003108,,,
WBA000058,application,Web Based Application,WBS000073,IM0001815,Closed,4,4,4,0.402307315,incident,KM0000802,closed,0,2/10/2013 10:29,,,2/10/2013 15:20,"4,84,66,66,667",Software,1,SD0003113,,,
WBA000058,application,Web Based Application,WBS000073,IM0001816,Closed,4,4,4,0.799186115,incident,KM0001685,closed,0,2/10/2013 10:30,,,2/10/2013 15:20,"4,83,69,44,444",Software,1,SD0003112,,,
SUB000489,subapplication,Web Based Application,WBS000162,IM0001817,Closed,NS,3,NA,0.567099431,incident,KM0000611,closed,2,2/10/2013 10:30,,3/10/2013 10:38,3/10/2013 10:38,"1,06,43,61,111",Software,1,SD0003104,,,
CBA000014,application,Client Based Application,WBS000073,IM0001818,Closed,4,4,4,0.995315725,incident,KM0001346,closed,0,2/10/2013 10:37,,3/10/2013 08:03,3/10/2013 08:03,"7,92,55,55,556",Software,1,SD0003119,,,
SBA000263,application,Server Based Application,WBS000072,IM0001819,Closed,5,5,5,0.383557456,request for information,KM0001115,closed,0,2/10/2013 10:38,,2/10/2013 10:40,2/10/2013 10:40,"0,0275",Other,1,SD0003125,,,
WBA000058,application,Web Based Application,WBS000073,IM0001820,Closed,4,4,4,0.780731456,incident,KM0001224,closed,0,2/10/2013 10:41,,,2/10/2013 15:20,"4,64,91,66,667",Software,1,SD0003120,,,
WBA000124,application,Web Based Application,WBS000088,IM0001821,Closed,4,4,4,0.388061003,incident,KM0000611,closed,3,2/10/2013 10:50,,11/10/2013 12:32,11/10/2013 12:32,"43,625",No error - works as designed,1,SD0003124,,,
SBA000458,application,Server Based Application,WBS000073,IM0001822,Closed,4,4,4,0.847749624,incident,KM0001539,closed,1,2/10/2013 10:55,,8/10/2013 15:30,8/10/2013 15:30,"4,65,71,11,111",User manual not used,1,SD0003134,,,
SBA000747,application,Server Based Application,WBS000326,IM0001823,Closed,3,3,3,0.77339378,incident,KM0001699,closed,0,2/10/2013 11:01,,2/10/2013 13:49,2/10/2013 13:49,"2,81,02,77,778",Other,2,#MULTIVALUE,,,
SBA000607,application,Server Based Application,WBS000263,IM0001824,Closed,5,5,5,0.056987431,request for information,KM0001825,closed,1,2/10/2013 11:02,,3/10/2013 09:19,3/10/2013 09:19,"8,78,80,55,556",Other,1,SD0003352,,,
SBA000263,application,Server Based Application,WBS000072,IM0001825,Closed,5,5,5,0.560900453,request for information,KM0001108,closed,0,2/10/2013 11:05,,2/10/2013 11:07,2/10/2013 11:07,"0,036944444",Other,1,SD0003354,,,
WBA000124,application,Web Based Application,WBS000088,IM0001826,Closed,4,4,4,0.014374521,incident,KM0000611,closed,13,2/10/2013 10:01,,31-12-2013 13:58,31-12-2013 13:58,"4,49,65,02,778",Unknown,1,SD0002963,,,
SAP000005,application,SAP,WBS000271,IM0001827,Closed,5,5,5,0.466292551,request for information,KM0001572,closed,1,2/10/2013 10:07,,2/10/2013 10:14,2/10/2013 10:14,"0,116666667",Other,1,SD0002966,,,
WBA000011,application,Web Based Application,WBS000152,IM0001828,Closed,5,5,5,0.681561519,incident,KM0000075,closed,2,2/10/2013 10:10,,9/10/2013 12:12,9/10/2013 12:12,"4,62,28,05,556",User error,1,SD0002965,,,
SUB000002,subapplication,Citrix,WBS000098,IM0001829,Closed,4,4,4,0.393323785,incident,KM0001435,closed,2,2/10/2013 10:15,,3/10/2013 14:31,3/10/2013 14:32,"1,47,69,44,444",Software,1,SD0002969,,,
WBA000058,application,Web Based Application,WBS000073,IM0001830,Closed,4,4,4,0.543654827,incident,KM0000802,closed,0,2/10/2013 10:20,,,2/10/2013 15:20,"4,99,44,44,444",Software,1,SD0002971,,,
SBA000263,application,Server Based Application,WBS000072,IM0001831,Closed,5,5,5,0.338366523,request for information,KM0001113,closed,2,2/10/2013 10:24,,2/10/2013 14:51,2/10/2013 14:51,"4,46,27,77,778",Other,1,SD0002974,,,
WBA000133,application,Web Based Application,WBS000073,IM0001832,Closed,4,3,3,0.343803835,incident,KM0001488,closed,3,2/10/2013 10:24,,2/10/2013 13:34,2/10/2013 13:35,"3,17,58,33,333",No error - works as designed,1,SD0002976,,,
SUB000002,subapplication,Citrix,WBS000098,IM0001833,Closed,4,4,4,0.038117374,incident,KM0001435,closed,2,2/10/2013 10:24,,3/10/2013 14:45,3/10/2013 14:45,"1,48,50,27,778",Software,2,#MULTIVALUE,,,
SBA000326,application,Server Based Application,WBS000294,IM0001834,Closed,3,3,3,0.267790075,incident,KM0001743,closed,0,2/10/2013 10:31,,2/10/2013 15:45,2/10/2013 15:45,"5,23,52,77,778",Operator error,1,SD0002978,,,
SBA000462,application,Server Based Application,WBS000073,IM0001835,Closed,4,4,4,0.500986206,incident,KM0002064,closed,6,2/10/2013 10:33,,7/10/2013 08:41,7/10/2013 08:41,"2,96,39,44,444",Software,1,SD0002975,,,
WBA000058,application,Web Based Application,WBS000073,IM0001836,Closed,4,4,4,0.543698919,incident,KM0000819,closed,0,2/10/2013 10:38,,2/10/2013 12:14,2/10/2013 12:14,"1,60,58,33,333",Other,1,SD0002980,,,
WBA000058,application,Web Based Application,WBS000073,IM0001837,Closed,4,4,4,0.911070176,incident,KM0000819,closed,0,2/10/2013 10:45,,,2/10/2013 15:20,"4,58,86,11,111",Software,1,SD0002982,,,
WBA000060,application,Web Based Application,WBS000073,IM0001838,Closed,4,4,4,0.50296835,incident,KM0001007,closed,0,2/10/2013 11:04,,2/10/2013 17:31,2/10/2013 17:31,"6,44,58,33,333",Software,1,SD0003289,,,
SBA000263,application,Server Based Application,WBS000072,IM0001839,Closed,5,5,5,0.369707656,request for information,KM0001113,closed,2,2/10/2013 11:25,,2/10/2013 16:39,2/10/2013 16:39,"5,23,94,44,444",Other,1,SD0003304,,,
SWT000324,networkcomponents,Switch,WBS000281,IM0001840,Closed,3,3,3,0.762367449,incident,KM0000879,closed,0,2/10/2013 11:33,,3/10/2013 11:53,3/10/2013 11:53,"2,87,47,22,222",Other,1,SD0003302,,,
DTA000616,application,Desktop Application,WBS000092,IM0001841,Closed,4,4,4,0.646285119,incident,KM0001127,closed,2,2/10/2013 11:34,,,10/10/2013 13:47,"1,40,07,77,778",No error - works as designed,1,SD0003298,,,
SUB000508,subapplication,Web Based Application,WBS000162,IM0001842,Closed,4,4,4,0.545452678,incident,KM0000553,closed,17,2/10/2013 11:42,7/10/2013 09:11,31-12-2013 13:59,31-12-2013 13:59,"6,50,66,72,222",Other,2,#MULTIVALUE,,,
DTA000027,application,Desktop Application,WBS000217,IM0001843,Closed,4,4,4,0.63200725,incident,KM0001145,closed,0,2/10/2013 11:45,,2/10/2013 12:42,2/10/2013 12:42,"0,955555556",Software,1,SD0003312,,,
SBA000624,application,Server Based Application,WBS000256,IM0001844,Closed,4,4,4,0.18737221,incident,KM0000601,closed,1,2/10/2013 11:46,,3/10/2013 09:55,3/10/2013 09:56,"8,66,41,66,667",No error - works as designed,1,SD0003306,,,
WBA000126,application,Web Based Application,WBS000148,IM0001845,Closed,5,4,4,0.06392675,request for information,KM0000632,closed,0,2/10/2013 11:47,,14-10-2013 09:10,14-10-2013 09:11,"9,10,05,55,556",No error - works as designed,1,SD0003314,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0001846,Closed,5,5,5,0.649781838,request for information,KM0000225,closed,0,2/10/2013 11:49,,2/10/2013 13:36,2/10/2013 13:36,"1,77,80,55,556",Data,1,SD0003313,,,
SAP000004,application,SAP,WBS000271,IM0001847,Closed,5,5,5,0.15650605,request for information,KM0001382,closed,0,2/10/2013 11:51,3/10/2013 09:23,3/10/2013 09:26,3/10/2013 09:26,"0,049722222",Other,1,SD0003317,,,
CBA000014,application,Client Based Application,WBS000073,IM0001848,Closed,4,4,4,0.160711033,incident,KM0001790,closed,0,2/10/2013 12:02,,2/10/2013 16:33,2/10/2013 16:33,"4,51,80,55,556",User error,1,SD0003318,,,
WBA000133,application,Web Based Application,WBS000073,IM0001849,Closed,4,5,4,0.669435995,request for information,KM0000711,closed,5,2/10/2013 12:03,,8/10/2013 10:14,8/10/2013 10:14,"4,01,98,61,111",Software,1,SD0003315,,,
SBA000263,application,Server Based Application,WBS000072,IM0001850,Closed,5,5,5,0.573495031,request for information,KM0001108,closed,0,2/10/2013 12:09,,2/10/2013 12:15,2/10/2013 12:15,"0,085277778",Other,1,SD0003323,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0001851,Closed,4,4,4,0.770374321,incident,KM0000751,closed,0,2/10/2013 12:12,,2/10/2013 15:13,2/10/2013 15:13,"3,01,94,44,444",Software,1,SD0003322,,,
DTA000016,application,Desktop Application,WBS000096,IM0001852,Closed,4,4,4,0.00848361,incident,KM0001026,closed,3,2/10/2013 12:18,,8/10/2013 16:08,8/10/2013 16:09,"2,05,675",Software,2,#MULTIVALUE,,,
SBA000462,application,Server Based Application,WBS000073,IM0001853,Closed,4,4,4,0.908072329,incident,KM0001363,closed,1,2/10/2013 12:23,,3/10/2013 15:13,3/10/2013 15:16,"1,33,78,33,333",User manual not used,1,SD0003326,,,
SBA000458,application,Server Based Application,WBS000073,IM0001854,Closed,4,4,4,0.457867945,incident,KM0001539,closed,1,2/10/2013 12:33,,4/10/2013 08:53,4/10/2013 08:53,"1,73,36,38,889",Software,1,SD0003330,,1,C00002268
SBA000607,application,Server Based Application,WBS000263,IM0001855,Closed,5,5,5,0.964580968,incident,KM0001105,closed,1,2/10/2013 10:09,,2/10/2013 14:34,2/10/2013 14:34,"4,42,94,44,444",Referred,1,SD0003061,,,
WBA000011,application,Web Based Application,WBS000152,IM0001856,Closed,5,5,5,0.685285489,incident,KM0001178,closed,0,2/10/2013 10:09,,2/10/2013 13:41,2/10/2013 13:41,"3,53,66,66,667",Software,1,SD0003021,,,
WBA000058,application,Web Based Application,WBS000073,IM0001857,Closed,4,4,4,0.507795669,incident,KM0001241,closed,5,2/10/2013 10:09,10/10/2013 16:49,1/11/2013 13:51,1/11/2013 13:51,"192,51",No error - works as designed,2,#MULTIVALUE,,,
SBA000607,application,Server Based Application,WBS000263,IM0001858,Closed,5,5,5,0.371956286,request for information,KM0001825,closed,4,2/10/2013 10:14,,14-10-2013 13:14,14-10-2013 13:14,"8,70,03,88,889",Other,1,SD0003068,,,
WBA000058,application,Web Based Application,WBS000073,IM0001859,Closed,4,4,4,0.317981181,incident,KM0000819,closed,0,2/10/2013 10:16,,,2/10/2013 15:20,"5,06,02,77,778",Software,1,SD0003065,,,
SBA000017,application,Server Based Application,WBS000099,IM0001860,Closed,3,3,3,0.756585109,incident,KM0000480,closed,1,2/10/2013 10:17,,2/10/2013 10:31,2/10/2013 10:31,"0,232222222",Unknown,1,SD0003217,,,
SBA000782,application,Server Based Application,WBS000043,IM0001861,Closed,3,3,3,0.255940389,incident,KM0001762,closed,2,2/10/2013 10:18,,3/10/2013 09:30,3/10/2013 09:30,"9,69,69,44,444",Other,1,SD0003216,,,
SBA000287,application,Server Based Application,WBS000042,IM0001862,Closed,5,5,5,0.365896331,incident,KM0000228,closed,3,2/10/2013 10:19,,7/10/2013 09:54,7/10/2013 09:54,"3,07,30,83,333",Software,1,SD0003064,,,
COM000003,computer,Omgeving,WBS000098,IM0001863,Closed,4,4,4,0.161174291,incident,KM0000911,closed,2,2/10/2013 10:20,,,11/10/2013 08:42,"1,48,93,88,889",No error - works as designed,1,SD0003066,,,
LAP000026,computer,Laptop,WBS000187,IM0001864,Closed,4,4,4,0.955834785,incident,KM0002055,closed,0,2/10/2013 10:26,,2/10/2013 12:31,2/10/2013 12:31,"2,08,58,33,333",Software,1,SD0003221,,,
WBA000058,application,Web Based Application,WBS000073,IM0001865,Closed,4,4,4,0.275411831,incident,KM0001685,closed,0,2/10/2013 10:26,,,2/10/2013 15:20,"4,905",Software,1,SD0003218,,,
SUB000403,subapplication,Server Based Application,WBS000096,IM0001866,Closed,4,4,4,0.398012957,incident,KM0000961,closed,0,2/10/2013 10:30,,9/10/2013 17:19,9/10/2013 17:19,"5,02,88,88,889",Software,1,SD0003063,,,
WBA000058,application,Web Based Application,WBS000073,IM0001867,Closed,4,4,4,0.671672151,incident,KM0000819,closed,0,2/10/2013 10:31,,,2/10/2013 15:20,"4,81,86,11,111",Software,1,SD0003223,,,
WBA000058,application,Web Based Application,WBS000073,IM0001868,Closed,4,4,4,0.133687869,incident,KM0000820,closed,0,2/10/2013 10:34,,,2/10/2013 15:20,"4,76,44,44,444",Software,1,SD0003227,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0001869,Closed,4,4,4,0.04574699,incident,KM0000746,closed,2,2/10/2013 10:35,,,2/10/2013 14:07,"3,53,27,77,778",Software,1,SD0003224,,,
SBA000017,application,Server Based Application,WBS000099,IM0001870,Closed,3,3,3,0.224027634,incident,KM0000480,closed,2,2/10/2013 10:35,,2/10/2013 11:49,2/10/2013 11:49,"1,23,08,33,333",Software,1,SD0003232,,,
SBA000393,application,Server Based Application,WBS000052,IM0001871,Closed,5,5,5,0.266934461,incident,KM0000358,closed,0,2/10/2013 10:39,,2/10/2013 11:40,2/10/2013 11:40,"1,02,44,44,444",Other,1,SD0003229,,,
SBA000462,application,Server Based Application,WBS000073,IM0001872,Closed,4,4,4,0.52577509,incident,KM0001402,closed,0,2/10/2013 10:39,,2/10/2013 13:10,2/10/2013 13:10,"2,50,97,22,222",Data,1,SD0003231,,,
WBA000133,application,Web Based Application,WBS000073,IM0001873,Closed,4,4,4,0.752896248,incident,KM0000797,closed,0,2/10/2013 10:43,,3/10/2013 11:50,3/10/2013 11:51,"11,62",Software,1,SD0003234,,,
PRN000140,officeelectronics,Printer,WBS000096,IM0001874,Closed,5,5,5,0.553828068,incident,KM0001925,closed,1,2/10/2013 10:44,,2/10/2013 11:19,2/10/2013 11:19,"0,575",Software,1,SD0003235,,,
WBA000148,application,Web Based Application,WBS000172,IM0001875,Closed,4,4,4,0.990460116,incident,KM0000697,closed,0,2/10/2013 10:47,,2/10/2013 14:31,2/10/2013 14:32,"37,475",Other,1,SD0003230,,,
WBA000145,application,Web Based Application,WBS000073,IM0001876,Closed,5,5,5,0.389094916,incident,KM0001362,closed,1,2/10/2013 10:51,,2/10/2013 15:37,2/10/2013 15:37,"4,76",Other,1,SD0003242,,,
WBA000008,application,Web Based Application,WBS000167,IM0001877,Closed,5,5,5,0.044306829,incident,KM0000069,closed,3,2/10/2013 10:53,,14-10-2013 12:29,14-10-2013 12:30,"4,91,03,33,333",Data,1,SD0003243,,,
WBA000145,application,Web Based Application,WBS000073,IM0001878,Closed,5,5,5,0.186845524,incident,KM0001362,closed,2,2/10/2013 10:55,,15-10-2013 11:08,15-10-2013 11:08,"3,25,73,61,111",Other,1,SD0003246,,,
WBA000011,application,Web Based Application,WBS000152,IM0001879,Closed,5,5,5,0.206998122,incident,KM0000081,closed,0,2/10/2013 10:58,,2/10/2013 11:06,2/10/2013 11:06,"0,136944444",Software,1,SD0003240,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0001880,Closed,5,5,5,0.639884289,request for information,KM0000226,closed,0,2/10/2013 11:05,,2/10/2013 12:57,2/10/2013 12:57,"18,725",Other,1,SD0003253,,,
DTA000025,application,Desktop Application,WBS000110,IM0001881,Closed,4,4,4,0.164535827,incident,KM0000833,closed,0,2/10/2013 11:05,,2/10/2013 13:14,2/10/2013 13:14,"2,14,38,88,889",No error - works as designed,1,SD0003250,,,
SBA000017,application,Server Based Application,WBS000099,IM0001882,Closed,4,4,4,0.406283334,incident,KM0002005,closed,0,2/10/2013 11:06,2/10/2013 13:21,2/10/2013 14:03,2/10/2013 14:03,"1,55",Unknown,2,#MULTIVALUE,,,
DSK000336,computer,Desktop,WBS000091,IM0001883,Closed,4,4,4,0.088564136,incident,KM0000942,closed,2,2/10/2013 11:09,,4/10/2013 09:28,4/10/2013 09:28,"1,86,82,22,222",Software,1,SD0003255,,,
SUB000424,subapplication,Web Based Application,WBS000073,IM0001884,Closed,4,4,4,0.55530322,incident,KM0000847,closed,2,2/10/2013 11:18,,14-10-2013 08:23,14-10-2013 08:25,"3,75,46,38,889",Unknown,1,SD0003258,,,
SSW000356,software,System Software,WBS000199,IM0001885,Closed,3,3,3,0.667921097,incident,KM0000940,closed,0,2/10/2013 11:18,,,2/10/2013 11:58,"0,666111111",Unknown,1,SD0003262,,,
SUB000442,subapplication,Web Based Application,WBS000125,IM0001886,Closed,4,4,4,0.82887884,incident,KM0000732,closed,1,2/10/2013 11:19,,10/10/2013 14:19,10/10/2013 14:19,"1,28,91,11,111",Software,1,SD0003256,,,
SUB000424,subapplication,Web Based Application,WBS000073,IM0001887,Closed,4,4,4,0.792734807,incident,KM0000847,closed,2,2/10/2013 11:33,,14-10-2013 08:25,14-10-2013 08:25,"3,73,10,83,333",Unknown,1,SD0003268,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0001888,Closed,4,4,4,0.446238626,incident,KM0002041,closed,0,2/10/2013 11:34,,2/10/2013 15:34,2/10/2013 15:34,"3,99,80,55,556",Software,1,SD0003273,,,
SUB000538,subapplication,Web Based Application,WBS000073,IM0001889,Closed,4,4,4,0.429530958,incident,KM0001961,closed,0,2/10/2013 11:37,,2/10/2013 16:55,2/10/2013 16:55,"5,28,55,55,556",Other,1,SD0003277,,,
SUB000016,subapplication,Server Based Application,WBS000027,IM0001890,Closed,3,3,3,0.630783536,incident,KM0000154,closed,1,2/10/2013 11:38,,2/10/2013 14:00,2/10/2013 14:01,"2,37,55,55,556",User error,1,SD0003280,,,
SBA000759,application,Server Based Application,WBS000296,IM0001891,Closed,4,4,4,0.270342012,request for information,KM0001031,closed,2,2/10/2013 11:44,,23-10-2013 09:38,23-10-2013 09:38,"4,89,78,61,111",No error - works as designed,1,SD0003287,,,
WBA000058,application,Web Based Application,WBS000073,IM0001892,Closed,4,4,4,0.933705443,incident,KM0000819,closed,0,2/10/2013 11:48,,,2/10/2013 15:20,"3,54",Software,1,SD0003284,,,
WBA000011,application,Web Based Application,WBS000152,IM0001893,Closed,5,5,5,0.647037029,incident,KM0000075,closed,2,2/10/2013 11:50,,,2/10/2013 16:21,"4,06,19,44,444",Software,1,SD0003283,,,
